order_id,customer_id,order_date,status,subtotal,discount_pct,shipping,tax,total,payment_method,order_month
7552,2010,2023-12-17,completed,1808.17,0.0,0.0,144.65,1952.82,card,2023-12
7553,2011,2024-02-15,completed,1104.33,0.0,0.0,88.35,1192.68,card,2024-02
7554,2012,2023-12-12,refunded,2387.32,0.0,0.0,190.99,2578.31,upi,2023-12
7555,2012,2023-08-26,refunded,1109.98,5.0,0.0,88.8,1198.78,card,2023-08
7556,2012,2023-04-19,refunded,268.8,0.0,0.0,21.5,290.3,card,2023-04
7557,2012,2024-03-27,completed,549.18,0.0,0.0,43.93,593.11,upi,2024-03
7558,2012,2023-08-23,completed,85.3,20.0,1.55,6.82,93.67,card,2023-08
7559,2012,2023-11-28,completed,2295.69,0.0,0.0,183.66,2479.35,wallet,2023-11
7560,2012,2023-04-22,completed,2553.26,0.0,0.0,204.26,2757.52,card,2023-04
7561,2012,2023-11-05,processing,561.79,0.0,0.0,44.94,606.73,card,2023-11
7562,2012,2023-03-22,completed,752.01,0.0,0.0,60.16,812.17,card,2023-03
7563,2012,2023-08-06,processing,614.35,5.0,0.0,49.15,663.5,card,2023-08
7564,2013,2023-11-05,processing,93.16,5.0,1.04,7.45,101.65,wallet,2023-11
7565,2013,2023-08-12,completed,191.47,0.0,0.0,15.32,206.79,upi,2023-08
7566,2013,2023-08-15,completed,633.64,0.0,0.0,50.69,684.33,netbanking,2023-08
7567,2014,2024-01-14,completed,1145.3,5.0,0.0,91.62,1236.92,upi,2024-01
7568,2014,2024-02-17,completed,230.79,0.0,0.0,18.46,249.25,card,2024-02
7569,2014,2024-02-14,completed,1076.98,0.0,0.0,86.16,1163.14,card,2024-02
7570,2014,2024-03-24,completed,1708.28,0.0,0.0,136.66,1844.94,upi,2024-03
7571,2014,2024-03-28,completed,5825.8,0.0,0.0,466.06,6291.86,card,2024-03
7572,2014,2024-01-04,completed,7031.61,0.0,0.0,562.53,7594.14,wallet,2024-01
7573,2014,2024-03-30,completed,1281.02,0.0,0.0,102.48,1383.5,card,2024-03
7574,2014,2024-01-04,completed,1719.24,0.0,0.0,137.54,1856.78,card,2024-01
7575,2014,2024-03-03,completed,1395.22,0.0,0.0,111.62,1506.84,netbanking,2024-03
7576,2014,2023-12-24,completed,1842.09,0.0,0.0,147.37,1989.46,card,2023-12
7577,2014,2024-02-21,completed,645.91,0.0,0.0,51.67,697.58,upi,2024-02
7578,2014,2024-03-31,completed,842.35,0.0,0.0,67.39,909.74,card,2024-03
7579,2014,2024-03-13,completed,1513.12,10.0,0.0,121.05,1634.17,card,2024-03
7580,2014,2024-02-19,cancelled,1444.9,10.0,0.0,115.59,1560.49,card,2024-02
7581,2014,2024-01-06,completed,41.47,10.0,7.65,3.32,52.44,netbanking,2024-01
7582,2014,2024-03-03,completed,1494.96,5.0,0.0,119.6,1614.56,card,2024-03
7583,2014,2023-12-20,completed,3285.19,0.0,0.0,262.82,3548.01,netbanking,2023-12
7584,2014,2024-01-01,processing,2346.85,0.0,0.0,187.75,2534.6,wallet,2024-01
7585,2015,2024-03-12,completed,893.24,0.0,0.0,71.46,964.7,cod,2024-03
7586,2016,2022-07-25,completed,2469.64,0.0,0.0,197.57,2667.21,card,2022-07
7587,2017,2023-03-04,completed,1107.4,0.0,0.0,88.59,1195.99,wallet,2023-03
7588,2017,2023-06-05,completed,2009.53,0.0,0.0,160.76,2170.29,card,2023-06
7589,2017,2022-08-31,completed,294.57,0.0,0.0,23.57,318.14,upi,2022-08
7590,2017,2023-03-07,completed,976.75,10.0,0.0,78.14,1054.89,card,2023-03
7591,2017,2023-11-06,refunded,4558.63,0.0,0.0,364.69,4923.32,upi,2023-11
7592,2017,2022-11-19,completed,201.74,10.0,0.0,16.14,217.88,netbanking,2022-11
7593,2017,2023-01-21,completed,773.65,10.0,0.0,61.89,835.54,wallet,2023-01
7594,2018,2024-03-14,completed,1942.61,0.0,0.0,155.41,2098.02,card,2024-03
7595,2018,2024-02-09,completed,548.26,0.0,0.0,43.86,592.12,card,2024-02
7596,2018,2024-03-19,processing,1629.44,10.0,0.0,130.36,1759.8,wallet,2024-03
7597,2019,2024-03-25,completed,420.44,0.0,0.0,33.64,454.08,upi,2024-03
7598,2019,2023-02-14,processing,1024.24,0.0,0.0,81.94,1106.18,card,2023-02
7599,2019,2023-11-19,completed,978.07,0.0,0.0,78.25,1056.32,card,2023-11
7600,2019,2022-11-29,processing,882.2,0.0,0.0,70.58,952.78,upi,2022-11
7601,2019,2022-04-22,completed,2346.16,5.0,0.0,187.69,2533.85,card,2022-04
7602,2019,2024-03-14,cancelled,106.62,0.0,0.0,8.53,115.15,card,2024-03
7603,2019,2022-10-26,refunded,595.72,0.0,0.0,47.66,643.38,card,2022-10
7604,2019,2023-09-26,cancelled,514.2,0.0,0.0,41.14,555.34,upi,2023-09
7605,2019,2022-08-08,cancelled,1247.67,0.0,0.0,99.81,1347.48,upi,2022-08
7606,2019,2023-05-07,completed,498.32,0.0,0.0,39.87,538.19,card,2023-05
7607,2019,2023-07-14,completed,2901.26,10.0,0.0,232.1,3133.36,card,2023-07
7608,2019,2022-06-25,completed,686.08,0.0,0.0,54.89,740.97,card,2022-06
7609,2019,2023-10-18,completed,1041.14,0.0,0.0,83.29,1124.43,upi,2023-10
7610,2020,2023-10-31,refunded,382.94,0.0,0.0,30.64,413.58,upi,2023-10
7611,2021,2023-09-05,completed,4785.4,0.0,0.0,382.83,5168.23,card,2023-09
7612,2021,2023-08-09,completed,367.11,0.0,0.0,29.37,396.48,card,2023-08
7613,2021,2023-10-19,completed,3726.98,0.0,0.0,298.16,4025.14,card,2023-10
7614,2021,2023-12-20,refunded,438.93,0.0,0.0,35.11,474.04,card,2023-12
7615,2021,2023-08-17,completed,180.72,5.0,0.0,14.46,195.18,card,2023-08
7616,2021,2023-03-13,processing,3174.68,0.0,0.0,253.97,3428.65,netbanking,2023-03
7617,2021,2023-08-07,completed,354.71,0.0,0.0,28.38,383.09,upi,2023-08
7618,2021,2023-03-19,completed,1998.92,0.0,0.0,159.91,2158.83,upi,2023-03
7619,2021,2023-08-07,completed,855.81,0.0,0.0,68.46,924.27,upi,2023-08
7620,2022,2023-11-17,cancelled,2797.19,0.0,0.0,223.78,3020.97,wallet,2023-11
7621,2022,2023-11-17,completed,469.98,0.0,0.0,37.6,507.58,upi,2023-11
7622,2022,2023-11-14,cancelled,498.32,0.0,0.0,39.87,538.19,card,2023-11
7623,2022,2023-11-17,completed,1476.27,0.0,0.0,118.1,1594.37,card,2023-11
7624,2023,2023-10-27,cancelled,190.32,0.0,0.0,15.23,205.55,upi,2023-10
7625,2024,2023-07-26,completed,1175.06,10.0,0.0,94.0,1269.06,netbanking,2023-07
7626,2024,2023-04-29,cancelled,531.18,0.0,0.0,42.49,573.67,netbanking,2023-04
7627,2024,2024-03-08,processing,407.39,15.0,0.0,32.59,439.98,cod,2024-03
7628,2024,2023-09-25,cancelled,390.35,15.0,0.0,31.23,421.58,card,2023-09
7629,2024,2023-07-23,cancelled,435.65,15.0,0.0,34.85,470.5,card,2023-07
7630,2024,2024-01-15,completed,1890.94,0.0,0.0,151.28,2042.22,upi,2024-01
7631,2025,2024-03-09,completed,4052.62,0.0,0.0,324.21,4376.83,card,2024-03
7632,2026,2024-03-19,completed,4323.34,15.0,0.0,345.87,4669.21,upi,2024-03
7633,2027,2022-03-29,cancelled,3141.83,10.0,0.0,251.35,3393.18,upi,2022-03
7634,2027,2022-04-02,processing,3529.53,10.0,0.0,282.36,3811.89,wallet,2022-04
7635,2027,2022-03-16,completed,4442.42,0.0,0.0,355.39,4797.81,wallet,2022-03
7636,2027,2022-03-29,completed,6791.26,5.0,0.0,543.3,7334.56,upi,2022-03
7637,2027,2022-03-20,refunded,1911.59,0.0,0.0,152.93,2064.52,wallet,2022-03
7638,2027,2022-03-20,cancelled,945.47,0.0,0.0,75.64,1021.11,card,2022-03
7639,2028,2023-12-17,completed,3226.48,0.0,0.0,258.12,3484.6,upi,2023-12
7640,2029,2023-03-25,completed,2468.34,0.0,0.0,197.47,2665.81,upi,2023-03
7641,2029,2023-03-12,processing,1074.54,0.0,0.0,85.96,1160.5,upi,2023-03
7642,2029,2023-04-02,processing,1141.99,0.0,0.0,91.36,1233.35,card,2023-04
7643,2029,2023-04-21,completed,1319.58,0.0,0.0,105.57,1425.15,cod,2023-04
7644,2029,2023-02-26,completed,462.85,0.0,0.0,37.03,499.88,card,2023-02
7645,2029,2023-03-22,processing,196.84,0.0,0.0,15.75,212.59,netbanking,2023-03
7646,2029,2023-02-14,completed,4651.2,0.0,0.0,372.1,5023.3,wallet,2023-02
7647,2029,2023-03-17,processing,768.58,10.0,0.0,61.49,830.07,upi,2023-03
7648,2029,2023-03-20,completed,355.42,5.0,0.0,28.43,383.85,card,2023-03
7649,2029,2023-04-14,completed,5861.71,0.0,0.0,468.94,6330.65,cod,2023-04
7650,2029,2023-04-11,completed,455.32,5.0,0.0,36.43,491.75,netbanking,2023-04
7651,2030,2023-05-23,processing,451.16,0.0,0.0,36.09,487.25,upi,2023-05
7652,2031,2024-03-03,completed,1189.69,0.0,0.0,95.18,1284.87,card,2024-03
7653,2032,2024-02-23,completed,441.66,0.0,0.0,35.33,476.99,card,2024-02
7654,2032,2024-02-26,completed,453.19,20.0,0.0,36.26,489.45,card,2024-02
7655,2033,2023-09-23,completed,1596.17,0.0,0.0,127.69,1723.86,wallet,2023-09
7656,2034,2023-12-24,completed,804.21,5.0,0.0,64.34,868.55,card,2023-12
7657,2035,2023-08-05,processing,1527.07,0.0,0.0,122.17,1649.24,card,2023-08
7658,2036,2022-12-16,processing,2300.02,10.0,0.0,184.0,2484.02,card,2022-12
7659,2037,2023-03-29,refunded,5959.16,10.0,0.0,476.73,6435.89,card,2023-03
7660,2038,2022-12-17,processing,67.96,0.0,10.8,5.44,84.2,netbanking,2022-12
7661,2039,2024-03-20,cancelled,5365.24,0.0,0.0,429.22,5794.46,upi,2024-03
7662,2040,2024-03-10,cancelled,1552.41,10.0,0.0,124.19,1676.6,card,2024-03
7663,2041,2023-11-17,completed,416.98,5.0,0.0,33.36,450.34,netbanking,2023-11
7664,2041,2023-11-12,cancelled,1666.07,0.0,0.0,133.29,1799.36,cod,2023-11
7665,2041,2023-11-25,completed,2009.53,0.0,0.0,160.76,2170.29,card,2023-11
7666,2041,2023-11-30,completed,2245.26,0.0,0.0,179.62,2424.88,netbanking,2023-11
7667,2041,2023-12-05,processing,1284.36,20.0,0.0,102.75,1387.11,wallet,2023-12
7668,2041,2023-11-18,completed,2968.19,0.0,0.0,237.46,3205.65,netbanking,2023-11
7669,2041,2023-11-17,cancelled,1796.39,5.0,0.0,143.71,1940.1,netbanking,2023-11
7670,2041,2023-11-23,completed,251.35,10.0,0.0,20.11,271.46,card,2023-11
7671,2041,2023-11-30,refunded,72.59,0.0,11.19,5.81,89.59,upi,2023-11
7672,2041,2023-11-23,refunded,194.68,0.0,0.0,15.57,210.25,upi,2023-11
7673,2041,2023-11-07,processing,2985.55,15.0,0.0,238.84,3224.39,netbanking,2023-11
7674,2041,2023-11-06,refunded,5646.87,0.0,0.0,451.75,6098.62,card,2023-11
7675,2041,2023-11-25,completed,2469.64,0.0,0.0,197.57,2667.21,upi,2023-11
7676,2042,2023-12-01,completed,1647.66,0.0,0.0,131.81,1779.47,card,2023-12
7677,2043,2023-10-09,completed,31.71,0.0,5.35,2.54,39.6,card,2023-10
7678,2043,2023-07-29,refunded,5453.67,0.0,0.0,436.29,5889.96,wallet,2023-07
7679,2044,2022-08-23,completed,132.31,10.0,0.0,10.58,142.89,netbanking,2022-08
7680,2045,2023-12-15,processing,303.7,0.0,0.0,24.3,328.0,card,2023-12
7681,2046,2023-12-09,completed,103.04,0.0,0.0,8.24,111.28,upi,2023-12
7682,2046,2023-11-29,completed,464.18,5.0,0.0,37.13,501.31,upi,2023-11
7683,2047,2022-09-11,completed,133.99,0.0,0.0,10.72,144.71,card,2022-09
7684,2047,2022-08-09,refunded,2468.27,0.0,0.0,197.46,2665.73,card,2022-08
7685,2047,2022-08-22,completed,2036.2,0.0,0.0,162.9,2199.1,card,2022-08
7686,2047,2022-07-16,completed,135.92,0.0,0.0,10.87,146.79,card,2022-07
7687,2047,2022-07-23,completed,4687.74,0.0,0.0,375.02,5062.76,card,2022-07
7688,2047,2022-07-20,completed,5760.25,0.0,0.0,460.82,6221.07,card,2022-07
7689,2047,2022-08-31,cancelled,2571.96,10.0,0.0,205.76,2777.72,netbanking,2022-08
7690,2047,2022-08-29,refunded,1648.71,0.0,0.0,131.9,1780.61,card,2022-08
7691,2047,2022-08-08,cancelled,3548.89,0.0,0.0,283.91,3832.8,upi,2022-08
7692,2047,2022-07-17,completed,1910.43,10.0,0.0,152.83,2063.26,netbanking,2022-07
7693,2047,2022-09-12,completed,828.48,0.0,0.0,66.28,894.76,upi,2022-09
7694,2047,2022-08-30,processing,1141.99,0.0,0.0,91.36,1233.35,card,2022-08
7695,2047,2022-08-22,completed,114.49,0.0,0.0,9.16,123.65,upi,2022-08
7696,2047,2022-07-19,completed,2959.07,0.0,0.0,236.73,3195.8,card,2022-07
7697,2047,2022-08-08,completed,918.64,0.0,0.0,73.49,992.13,card,2022-08
7698,2047,2022-09-03,completed,1873.43,0.0,0.0,149.87,2023.3,card,2022-09
7699,2047,2022-07-27,processing,781.61,0.0,0.0,62.53,844.14,card,2022-07
7700,2048,2023-11-25,refunded,5724.84,0.0,0.0,457.99,6182.83,card,2023-11
7701,2049,2023-11-28,processing,203.35,0.0,0.0,16.27,219.62,wallet,2023-11
7702,2049,2024-03-29,completed,1101.45,0.0,0.0,88.12,1189.57,card,2024-03
7703,2049,2023-08-20,processing,2811.07,5.0,0.0,224.89,3035.96,wallet,2023-08
7704,2050,2022-11-07,completed,1183.56,0.0,0.0,94.68,1278.24,netbanking,2022-11
7705,2050,2023-02-12,processing,5039.68,0.0,0.0,403.17,5442.85,upi,2023-02
7706,2050,2022-09-03,completed,2621.12,0.0,0.0,209.69,2830.81,wallet,2022-09
7707,2051,2023-09-09,cancelled,68.91,0.0,11.7,5.51,86.12,upi,2023-09
7708,2052,2024-01-29,cancelled,571.68,0.0,0.0,45.73,617.41,card,2024-01
7709,2053,2023-12-11,cancelled,4442.42,0.0,0.0,355.39,4797.81,upi,2023-12
7710,2053,2023-07-16,completed,1707.28,0.0,0.0,136.58,1843.86,upi,2023-07
7711,2053,2024-01-02,completed,1672.62,0.0,0.0,133.81,1806.43,card,2024-01
7712,2053,2023-08-21,completed,4047.61,0.0,0.0,323.81,4371.42,upi,2023-08
7713,2053,2022-11-10,completed,4939.28,0.0,0.0,395.14,5334.42,card,2022-11
7714,2053,2022-11-27,processing,745.94,0.0,0.0,59.68,805.62,card,2022-11
7715,2053,2023-03-20,completed,170.65,0.0,0.0,13.65,184.3,netbanking,2023-03
7716,2053,2022-11-28,processing,439.58,0.0,0.0,35.17,474.75,upi,2022-11
7717,2053,2023-11-15,completed,1653.14,10.0,0.0,132.25,1785.39,netbanking,2023-11
7718,2053,2023-08-15,completed,533.23,5.0,0.0,42.66,575.89,card,2023-08
7719,2053,2022-09-11,completed,483.33,0.0,0.0,38.67,522.0,netbanking,2022-09
7720,2053,2023-12-17,completed,162.12,5.0,0.0,12.97,175.09,upi,2023-12
7721,2053,2023-05-19,completed,4466.41,0.0,0.0,357.31,4823.72,card,2023-05
7722,2054,2024-03-13,completed,895.1,5.0,0.0,71.61,966.71,upi,2024-03
7723,2055,2024-03-09,completed,883.32,0.0,0.0,70.67,953.99,upi,2024-03
7724,2055,2024-01-06,completed,3233.61,0.0,0.0,258.69,3492.3,card,2024-01
7725,2055,2024-02-29,completed,4109.56,0.0,0.0,328.76,4438.32,card,2024-02
7726,2055,2024-01-23,completed,1994.8,0.0,0.0,159.58,2154.38,card,2024-01
7727,2055,2024-02-19,completed,970.69,15.0,0.0,77.66,1048.35,card,2024-02
7728,2056,2023-11-18,completed,4141.58,0.0,0.0,331.33,4472.91,netbanking,2023-11
7729,2057,2023-05-18,cancelled,346.0,0.0,0.0,27.68,373.68,upi,2023-05
7730,2057,2023-05-14,completed,433.23,0.0,0.0,34.66,467.89,upi,2023-05
7731,2057,2023-05-15,completed,1582.06,10.0,0.0,126.56,1708.62,wallet,2023-05
7732,2057,2023-05-27,completed,750.7,0.0,0.0,60.06,810.76,card,2023-05
7733,2058,2023-05-28,completed,356.11,0.0,0.0,28.49,384.6,upi,2023-05
7734,2059,2022-06-15,completed,798.1,10.0,0.0,63.85,861.95,card,2022-06
7735,2059,2023-01-13,cancelled,3467.11,0.0,0.0,277.37,3744.48,card,2023-01
7736,2059,2023-02-03,completed,894.22,0.0,0.0,71.54,965.76,upi,2023-02
7737,2059,2023-04-30,completed,2469.48,0.0,0.0,197.56,2667.04,card,2023-04
7738,2059,2022-04-24,completed,549.18,0.0,0.0,43.93,593.11,netbanking,2022-04
7739,2059,2022-09-18,refunded,1824.13,0.0,0.0,145.93,1970.06,card,2022-09
7740,2059,2022-09-02,completed,1492.66,0.0,0.0,119.41,1612.07,wallet,2022-09
7741,2060,2024-03-10,cancelled,249.16,0.0,0.0,19.93,269.09,card,2024-03
7742,2060,2023-04-15,processing,431.76,0.0,0.0,34.54,466.3,card,2023-04
7743,2061,2023-12-27,processing,790.43,5.0,0.0,63.23,853.66,card,2023-12
7744,2061,2023-11-30,completed,348.59,0.0,0.0,27.89,376.48,netbanking,2023-11
7745,2062,2022-03-27,completed,1521.58,0.0,0.0,121.73,1643.31,upi,2022-03
7746,2062,2023-04-11,processing,1570.91,0.0,0.0,125.67,1696.58,card,2023-04
7747,2062,2022-07-08,completed,1423.58,0.0,0.0,113.89,1537.47,card,2022-07
7748,2062,2023-03-25,completed,431.76,0.0,0.0,34.54,466.3,netbanking,2023-03
7749,2062,2022-05-16,completed,796.14,0.0,0.0,63.69,859.83,card,2022-05
7750,2062,2024-02-12,processing,87.24,0.0,5.36,6.98,99.58,upi,2024-02
7751,2062,2022-11-11,cancelled,1949.5,5.0,0.0,155.96,2105.46,upi,2022-11
7752,2062,2024-03-19,completed,3301.26,0.0,0.0,264.1,3565.36,upi,2024-03
7753,2063,2023-08-17,completed,1615.32,0.0,0.0,129.23,1744.55,card,2023-08
7754,2064,2023-01-15,refunded,1676.99,0.0,0.0,134.16,1811.15,netbanking,2023-01
7755,2065,2024-02-20,completed,728.1,0.0,0.0,58.25,786.35,cod,2024-02
7756,2065,2024-02-15,completed,2688.2,0.0,0.0,215.06,2903.26,card,2024-02
7757,2065,2024-02-17,completed,310.8,0.0,0.0,24.86,335.66,upi,2024-02
7758,2066,2024-03-25,completed,677.02,0.0,0.0,54.16,731.18,netbanking,2024-03
7759,2066,2023-10-27,cancelled,6239.06,0.0,0.0,499.12,6738.18,card,2023-10
7760,2066,2023-07-25,completed,172.7,20.0,0.0,13.82,186.52,card,2023-07
7761,2066,2023-12-16,processing,980.74,0.0,0.0,78.46,1059.2,upi,2023-12
7762,2067,2023-08-21,cancelled,2818.63,0.0,0.0,225.49,3044.12,netbanking,2023-08
7763,2068,2023-04-25,cancelled,883.9,0.0,0.0,70.71,954.61,card,2023-04
7764,2068,2023-12-02,completed,918.46,0.0,0.0,73.48,991.94,netbanking,2023-12
7765,2068,2023-08-16,completed,5234.65,0.0,0.0,418.77,5653.42,card,2023-08
7766,2068,2023-10-15,completed,1328.0,0.0,0.0,106.24,1434.24,card,2023-10
7767,2068,2024-01-14,cancelled,1667.5,5.0,0.0,133.4,1800.9,wallet,2024-01
7768,2068,2024-01-26,completed,1489.04,0.0,0.0,119.12,1608.16,netbanking,2024-01
7769,2069,2023-11-05,completed,2343.87,0.0,0.0,187.51,2531.38,netbanking,2023-11
7770,2069,2024-01-21,processing,688.45,10.0,0.0,55.08,743.53,wallet,2024-01
7771,2069,2023-11-29,completed,2619.77,0.0,0.0,209.58,2829.35,card,2023-11
7772,2069,2023-11-19,completed,6406.37,0.0,0.0,512.51,6918.88,card,2023-11
7773,2069,2024-01-27,processing,5705.76,0.0,0.0,456.46,6162.22,wallet,2024-01
7774,2069,2023-10-19,refunded,210.22,0.0,0.0,16.82,227.04,card,2023-10
7775,2069,2024-03-30,completed,251.57,0.0,0.0,20.13,271.7,card,2024-03
7776,2069,2023-12-29,processing,1515.97,0.0,0.0,121.28,1637.25,cod,2023-12
7777,2069,2023-12-23,completed,781.61,0.0,0.0,62.53,844.14,card,2023-12
7778,2069,2024-01-17,completed,49.38,15.0,11.66,3.95,64.99,netbanking,2024-01
7779,2069,2023-10-27,completed,309.22,0.0,0.0,24.74,333.96,card,2023-10
7780,2070,2023-02-27,processing,792.71,0.0,0.0,63.42,856.13,card,2023-02
7781,2070,2023-07-19,completed,184.86,15.0,0.0,14.79,199.65,card,2023-07
7782,2070,2023-02-27,completed,46.74,0.0,0.99,3.74,51.47,card,2023-02
7783,2070,2023-03-07,completed,77.44,10.0,0.45,6.2,84.09,upi,2023-03
7784,2070,2023-07-31,completed,49.11,0.0,8.12,3.93,61.16,upi,2023-07
7785,2071,2022-05-23,completed,625.5,0.0,0.0,50.04,675.54,card,2022-05
7786,2071,2022-05-20,refunded,3826.37,5.0,0.0,306.11,4132.48,netbanking,2022-05
7787,2072,2023-11-22,refunded,3185.19,0.0,0.0,254.82,3440.01,card,2023-11
7788,2072,2023-10-18,cancelled,125.26,0.0,0.0,10.02,135.28,card,2023-10
7789,2072,2023-07-23,cancelled,331.14,0.0,0.0,26.49,357.63,upi,2023-07
7790,2072,2023-04-18,completed,124.58,0.0,0.0,9.97,134.55,card,2023-04
7791,2072,2024-01-13,processing,870.6,15.0,0.0,69.65,940.25,card,2024-01
7792,2073,2024-03-27,cancelled,1576.95,0.0,0.0,126.16,1703.11,card,2024-03
7793,2074,2022-04-19,processing,2753.68,0.0,0.0,220.29,2973.97,card,2022-04
7794,2074,2022-04-06,cancelled,191.47,0.0,0.0,15.32,206.79,netbanking,2022-04
7795,2075,2023-03-19,refunded,191.47,0.0,0.0,15.32,206.79,upi,2023-03
7796,2076,2024-03-05,completed,1246.83,0.0,0.0,99.75,1346.58,cod,2024-03
7797,2077,2022-12-05,refunded,383.51,0.0,0.0,30.68,414.19,card,2022-12
7798,2078,2023-07-12,processing,1465.4,0.0,0.0,117.23,1582.63,upi,2023-07
7799,2079,2024-03-17,cancelled,147.01,0.0,0.0,11.76,158.77,netbanking,2024-03
7800,2080,2023-05-21,processing,2058.24,0.0,0.0,164.66,2222.9,upi,2023-05
7801,2080,2023-09-03,completed,2399.3,0.0,0.0,191.94,2591.24,upi,2023-09
7802,2080,2023-11-04,completed,550.48,0.0,0.0,44.04,594.52,upi,2023-11
7803,2080,2023-08-15,completed,2343.87,0.0,0.0,187.51,2531.38,wallet,2023-08
7804,2080,2023-09-05,refunded,370.81,0.0,0.0,29.66,400.47,card,2023-09
7805,2080,2024-03-19,processing,718.92,0.0,0.0,57.51,776.43,wallet,2024-03
7806,2080,2024-02-19,cancelled,2270.41,0.0,0.0,181.63,2452.04,upi,2024-02
7807,2080,2022-11-28,completed,1546.08,0.0,0.0,123.69,1669.77,card,2022-11
7808,2080,2023-05-08,completed,1884.42,0.0,0.0,150.75,2035.17,card,2023-05
7809,2080,2023-05-16,completed,3660.92,0.0,0.0,292.87,3953.79,upi,2023-05
7810,2080,2023-01-31,completed,546.53,0.0,0.0,43.72,590.25,upi,2023-01
7811,2080,2023-04-20,cancelled,1881.3,0.0,0.0,150.5,2031.8,card,2023-04
7812,2080,2023-06-13,cancelled,2456.65,0.0,0.0,196.53,2653.18,card,2023-06
7813,2081,2023-11-06,completed,3086.79,0.0,0.0,246.94,3333.73,cod,2023-11
7814,2081,2022-11-03,completed,469.98,0.0,0.0,37.6,507.58,netbanking,2022-11
7815,2081,2023-11-18,processing,584.2,0.0,0.0,46.74,630.94,card,2023-11
7816,2082,2024-02-29,completed,587.1,0.0,0.0,46.97,634.07,wallet,2024-02
7817,2083,2023-08-07,refunded,1595.01,5.0,0.0,127.6,1722.61,card,2023-08
7818,2083,2024-02-06,refunded,1751.22,0.0,0.0,140.1,1891.32,netbanking,2024-02
7819,2083,2023-11-18,cancelled,2556.78,0.0,0.0,204.54,2761.32,card,2023-11
7820,2083,2023-08-28,cancelled,6282.86,0.0,0.0,502.63,6785.49,upi,2023-08
7821,2083,2023-08-11,completed,1563.22,0.0,0.0,125.06,1688.28,card,2023-08
7822,2083,2023-07-27,cancelled,626.4,0.0,0.0,50.11,676.51,netbanking,2023-07
7823,2083,2024-01-17,cancelled,1014.49,0.0,0.0,81.16,1095.65,upi,2024-01
7824,2083,2023-09-28,processing,6770.98,0.0,0.0,541.68,7312.66,card,2023-09
7825,2083,2023-08-18,completed,2584.96,0.0,0.0,206.8,2791.76,card,2023-08
7826,2083,2023-07-14,cancelled,5939.88,0.0,0.0,475.19,6415.07,card,2023-07
7827,2083,2024-02-02,completed,756.08,5.0,0.0,60.49,816.57,card,2024-02
7828,2083,2023-07-16,cancelled,618.62,5.0,0.0,49.49,668.11,cod,2023-07
7829,2084,2024-01-27,completed,6663.63,0.0,0.0,533.09,7196.72,card,2024-01
7830,2085,2022-10-23,completed,219.51,5.0,0.0,17.56,237.07,wallet,2022-10
7831,2085,2022-10-07,completed,1050.37,0.0,0.0,84.03,1134.4,card,2022-10
7832,2085,2022-10-23,completed,5392.65,0.0,0.0,431.41,5824.06,card,2022-10
7833,2086,2024-03-31,completed,1679.41,5.0,0.0,134.35,1813.76,netbanking,2024-03
7834,2086,2024-03-26,completed,339.22,5.0,0.0,27.14,366.36,cod,2024-03
7835,2086,2023-09-10,processing,379.78,0.0,0.0,30.38,410.16,netbanking,2023-09
7836,2087,2024-02-02,processing,1027.46,5.0,0.0,82.2,1109.66,upi,2024-02
7837,2088,2024-01-21,processing,1674.84,0.0,0.0,133.99,1808.83,netbanking,2024-01
7838,2089,2024-02-11,refunded,1433.9,0.0,0.0,114.71,1548.61,netbanking,2024-02
7839,2090,2023-12-21,refunded,15258.86,0.0,0.0,1220.71,16479.57,card,2023-12
7840,2090,2024-02-24,completed,4448.95,0.0,0.0,355.92,4804.87,netbanking,2024-02
7841,2091,2023-05-22,completed,1666.07,0.0,0.0,133.29,1799.36,netbanking,2023-05
7842,2092,2023-03-05,completed,182.75,0.0,0.0,14.62,197.37,card,2023-03
7843,2093,2023-07-04,processing,681.98,0.0,0.0,54.56,736.54,wallet,2023-07
7844,2093,2023-07-26,completed,1000.14,0.0,0.0,80.01,1080.15,upi,2023-07
7845,2093,2023-11-28,completed,1146.05,0.0,0.0,91.68,1237.73,upi,2023-11
7846,2094,2023-11-17,processing,2033.35,0.0,0.0,162.67,2196.02,netbanking,2023-11
7847,2094,2023-03-26,completed,1474.51,0.0,0.0,117.96,1592.47,netbanking,2023-03
7848,2095,2023-06-17,completed,119.0,5.0,0.0,9.52,128.52,card,2023-06
7849,2095,2023-12-04,completed,5300.1,0.0,0.0,424.01,5724.11,wallet,2023-12
7850,2095,2023-06-03,completed,2833.2,0.0,0.0,226.66,3059.86,wallet,2023-06
7851,2096,2023-11-17,processing,98.25,0.0,7.64,7.86,113.75,card,2023-11
7852,2096,2023-11-08,processing,800.25,0.0,0.0,64.02,864.27,upi,2023-11
7853,2097,2023-12-01,processing,231.73,0.0,0.0,18.54,250.27,upi,2023-12
7854,2098,2023-02-11,completed,97.1,0.0,11.73,7.77,116.6,upi,2023-02
7855,2099,2023-10-24,completed,3016.14,0.0,0.0,241.29,3257.43,upi,2023-10
7856,2099,2023-03-16,processing,550.4,0.0,0.0,44.03,594.43,card,2023-03
7857,2099,2023-09-07,processing,790.73,0.0,0.0,63.26,853.99,upi,2023-09
7858,2099,2024-02-26,processing,53.24,0.0,11.77,4.26,69.27,card,2024-02
