customer_id,segment,total_revenue,total_orders,last_order,days_since_last_order,risk_level
9295,premium,4406.08,1,2024-01-29 00:00:00,62,High risk
4527,regular,4389.48,4,2024-01-30 00:00:00,61,High risk
2373,budget,4386.3099999999995,2,2024-02-14 00:00:00,46,Medium risk
1444,budget,4385.03,1,2024-02-02 00:00:00,58,Medium risk
8793,vip,4366.93,1,2024-01-25 00:00:00,66,High risk
9774,regular,4360.87,5,2024-01-25 00:00:00,66,High risk
877,regular,4359.1,2,2024-01-03 00:00:00,88,High risk
7609,regular,4348.14,1,2024-02-11 00:00:00,49,Medium risk
7529,regular,4340.58,1,2024-01-27 00:00:00,64,High risk
7628,budget,4318.01,2,2024-02-01 00:00:00,59,Medium risk
2716,regular,4299.43,2,2024-02-04 00:00:00,56,Medium risk
9840,regular,4295.48,2,2024-01-31 00:00:00,60,High risk
1905,budget,4292.37,2,2024-02-13 00:00:00,47,Medium risk
9221,regular,4273.0599999999995,3,2024-02-13 00:00:00,47,Medium risk
8998,regular,4270.42,3,2024-02-09 00:00:00,51,Medium risk
2546,premium,4192.38,2,2024-02-09 00:00:00,51,Medium risk
2127,regular,4179.36,1,2024-01-25 00:00:00,66,High risk
3240,premium,4174.66,3,2024-01-05 00:00:00,86,High risk
4968,premium,4166.43,2,2024-01-12 00:00:00,79,High risk
5764,premium,4150.65,1,2024-02-08 00:00:00,52,Medium risk
2814,regular,4114.23,1,2024-01-21 00:00:00,70,High risk
6133,premium,4113.52,3,2024-02-01 00:00:00,59,Medium risk
8601,premium,4109.41,3,2024-01-25 00:00:00,66,High risk
3362,regular,4108.65,3,2024-01-13 00:00:00,78,High risk
8085,premium,4106.7,2,2024-02-06 00:00:00,54,Medium risk
2411,regular,4082.04,2,2024-02-12 00:00:00,48,Medium risk
6452,regular,4071.57,3,2024-01-03 00:00:00,88,High risk
5655,budget,4069.03,2,2024-01-27 00:00:00,64,High risk
3472,premium,4059.75,2,2024-02-07 00:00:00,53,Medium risk
3738,regular,4034.42,1,2024-01-17 00:00:00,74,High risk
397,budget,3952.31,1,2024-01-12 00:00:00,79,High risk
3310,premium,3943.45,2,2024-01-30 00:00:00,61,High risk
8560,budget,3898.17,2,2024-02-02 00:00:00,58,Medium risk
1224,vip,3897.61,6,2024-02-09 00:00:00,51,Medium risk
6068,premium,3888.21,1,2024-01-24 00:00:00,67,High risk
4856,premium,3871.9400000000005,3,2024-01-16 00:00:00,75,High risk
4877,regular,3781.23,1,2024-02-11 00:00:00,49,Medium risk
5816,premium,3753.6099999999997,3,2024-02-02 00:00:00,58,Medium risk
9738,regular,3749.72,3,2024-01-09 00:00:00,82,High risk
1546,budget,3744.94,2,2024-01-18 00:00:00,73,High risk
9618,premium,3740.01,1,2024-01-03 00:00:00,88,High risk
1325,regular,3730.16,2,2024-01-07 00:00:00,84,High risk
3987,regular,3723.34,1,2024-01-31 00:00:00,60,High risk
6481,budget,3722.0,4,2024-02-05 00:00:00,55,Medium risk
6120,regular,3700.05,1,2024-01-11 00:00:00,80,High risk
812,regular,3699.78,3,2024-02-11 00:00:00,49,Medium risk
1564,premium,3696.99,5,2024-02-07 00:00:00,53,Medium risk
1806,budget,3692.8199999999997,2,2024-02-12 00:00:00,48,Medium risk
8134,premium,3688.17,2,2024-02-08 00:00:00,52,Medium risk
9638,premium,3672.61,2,2024-01-20 00:00:00,71,High risk
4764,premium,3662.6,3,2024-02-07 00:00:00,53,Medium risk
2700,budget,3652.08,1,2024-01-19 00:00:00,72,High risk
4963,regular,3652.08,1,2024-01-07 00:00:00,84,High risk
6019,budget,3648.52,1,2024-02-02 00:00:00,58,Medium risk
5446,regular,3635.15,1,2024-02-09 00:00:00,51,Medium risk
3254,regular,3609.61,1,2024-02-14 00:00:00,46,Medium risk
6438,regular,3603.26,3,2024-01-11 00:00:00,80,High risk
2154,premium,3598.71,1,2024-01-09 00:00:00,82,High risk
5988,budget,3598.08,1,2024-01-15 00:00:00,76,High risk
3821,budget,3594.96,4,2024-01-16 00:00:00,75,High risk
6602,regular,3575.3199999999997,3,2024-01-17 00:00:00,74,High risk
6938,regular,3572.76,1,2024-02-11 00:00:00,49,Medium risk
3058,premium,3567.08,1,2024-01-24 00:00:00,67,High risk
6636,regular,3536.82,2,2024-01-15 00:00:00,76,High risk
9947,premium,3529.42,2,2024-02-10 00:00:00,50,Medium risk
4347,budget,3487.03,1,2024-02-12 00:00:00,48,Medium risk
8954,regular,3483.84,2,2024-01-22 00:00:00,69,High risk
4344,regular,3479.07,1,2024-02-05 00:00:00,55,Medium risk
418,budget,3468.78,2,2024-01-19 00:00:00,72,High risk
2856,regular,3444.4700000000003,2,2024-01-02 00:00:00,89,High risk
7078,regular,3440.19,2,2024-02-11 00:00:00,49,Medium risk
476,budget,3412.47,2,2024-01-02 00:00:00,89,High risk
5299,regular,3397.8100000000004,4,2024-01-07 00:00:00,84,High risk
1797,budget,3379.13,1,2024-02-06 00:00:00,54,Medium risk
3395,regular,3372.94,2,2024-02-06 00:00:00,54,Medium risk
4667,regular,3367.8500000000004,2,2024-02-04 00:00:00,56,Medium risk
1302,budget,3341.2,3,2024-01-24 00:00:00,67,High risk
8939,premium,3325.98,1,2024-01-22 00:00:00,69,High risk
4246,premium,3316.02,3,2024-02-13 00:00:00,47,Medium risk
5937,regular,3313.07,1,2024-01-24 00:00:00,67,High risk
2024,premium,3311.2799999999997,2,2024-01-15 00:00:00,76,High risk
